Movie	Mean Rating	Rating Count	Cold Index
白日梦国度	6.4	1422	31.5572586294956
坎特伯雷故事集	7.3	3284	31.55686259031509
仙乐飘飘	6.6	1747	31.556648301067945
简·奥斯汀的遗憾	8.0	5529	31.55570554568568
冷血惊魂	7.7	4475	31.55528751207553
房客	7.1	2778	31.55524565853466
十一字杀人	6.2	1143	31.55468287839603
纪子的餐桌	7.4	3565	31.54784415884616
精灵变	6.4	1426	31.544200420519246
悬案密码1：笼里的女人	6.9	2333	31.54132430678182
丛林的鱼	7.3	809	31.53942087124788
地狱无门	7.5	3864	31.535413368348493
雪崩王子	7.3	3299	31.53269828222132
大闹广昌隆	6.8	2131	31.53152141798248
炎炎夏日	6.2	1149	31.531104568727024
车神	6.9	2342	31.522027125793745
2:37	7.6	4185	31.515340371397542
三十八度	6.3	1290	31.509988148232637
因子8号	6.1	1030	31.506973054716454
让爱传出去	8.1	5969	31.499635191815052
记得香蕉成熟时	7.6	4198	31.498218896431133
春梦	7.6	4198	31.498218896431133
寂寞城市	7.6	771	31.49799135014862
讨债人	6.1	1033	31.494086538740344
放学后的屋顶	6.6	1770	31.493945211091916
古怪因子	7.5	3894	31.49328076873788
犯罪家族	6.2	1159	31.49207965503045
名侦探柯南OVA10：怪盗基德孤岛决战	7.9	5221	31.4901650553924
钱	8.2	6382	31.490039074157945
心灵暖阳	6.4	1445	31.48266997333812
与往事干杯	7.7	759	31.482337805136858
世界奇妙物语 2007春之特别篇	7.9	5229	31.481379196552307
乐自芳邻来	6.8	2153	31.480790899870325
窗台	7.1	2821	31.47603051306215
援交情缘	6.2	1166	31.464962043616396
要钱不要命	7.4	3622	31.46258296975847
零之使魔～三美姬的轮舞  充满诱惑的海滩	6.7	891	31.4625758755439
2009迷失的记忆	6.7	1966	31.46002574154504
七日复仇	6.5	1613	31.455301422190246
蜂窝谜案	7.8	747	31.454437864491386
捉鬼大师	6.4	1455	31.45060971289414
神秘世界历险记3	6.1	993	31.447383777325733
破门	7.7	758	31.446448403589706
鬼妻	6.6	1788	31.445438977862413
造物弄人	7.4	3634	31.44480429290293
要爸还是妈	6.4	939	31.44382008176868
月落玉长河	6.6	1789	31.442758523882475
蔓延	6.6	906	31.442240807468654
拨云见日	6.8	875	31.43706380190966
致命赌局	6.5	922	31.436496546149726
兄弟	6.5	1620	31.43485629958277
休假	7.5	781	31.43187395224659
三个奶爸一个娃	7.2	3097	31.431191578259526
杨贵妃	6.1	1048	31.430210219300697
枪长莫及	6.3	1313	31.429117882762224
教你谈恋爱	7.1	832	31.42714628359236
桃树	6.9	860	31.42705756649696
洗屋	6.9	860	31.42705756649696
假日	7.6	4253	31.426363786130572
女收藏家	7.9	5286	31.419166321404585
兰闺惊变	8.2	6459	31.41860683144663
庭院里的女人	6.6	905	31.412327692569708
山T老夫子	8.1	714	31.411029574039368
小生怕怕	6.7	1987	31.408318101450135
锦衣卫	6.3	1319	31.408254245864953
X圣治	8.1	6063	31.407703080588657
蝙蝠侠大战德古拉	6.8	874	31.406072169778188
欢迎来北方II	7.0	2622	31.404660580353966
散华礼弥 OAD3	6.7	889	31.401675133569857
月光光心慌慌2	6.2	1183	31.399776915252303
像那样的东西	8.0	724	31.399224201431643
小气鬼	6.8	2189	31.398885054946707
五至七时的克莱奥	8.6	8282	31.398225718990552
妄想学生会新OVA2	8.6	666	31.397496314019453
窈窕舞妓	6.6	1806	31.397418624918277
白夜	6.9	2402	31.395243791936423
大决战之辽沈战役	8.1	6076	31.395101385290392
燃情迈阿密	7.0	2628	31.393038776946923
爱情病人	6.2	1185	31.392169739694243
鲁滨逊漂流记	6.7	1994	31.391203591772083
极道追踪	6.3	1324	31.390940252076494
刀锋爱痕	6.5	1636	31.388454397057053
MR 73左轮枪	7.2	3124	31.38579510291975
特别市民	6.6	1813	31.37887317889595
雪地狂奔	7.3	3398	31.37591753038313
尘雾家园	7.8	4966	31.375257476897833
我嫁了个怪蜀黍！	8.1	6099	31.37287198480051
艳光四射歌舞团	6.7	888	31.37121655424812
玛丽·雪莱	6.5	1643	31.368296093149677
咒怨2 录像带版	7.5	3986	31.36606939113502
甜蜜电影	7.2	3137	31.364077288502163
网路爱神	6.1	1064	31.36307544070519
城市英雄	8.0	5716	31.36242171645445
孩子	7.9	5342	31.358694793702785
纳粹追凶	7.1	2886	31.358549965632555
哭泣宝贝	7.2	3141	31.357412987815408
青蛙王子	6.5	1647	31.356815587605862
游龙戏凤	7.1	2887	31.35676331291537
猎人之夜	8.0	5724	31.354294583418323
山狗	6.5	1648	31.35394981781921
火烧岛之横行霸道	6.6	903	31.352485565223198
那夜的武士	6.9	2424	31.349548567891787
爱情重击	6.5	1650	31.348223491370064
警察日记	6.7	2013	31.345051045676474
洞	6.6	1826	31.344620824535635
亚人1：冲动	8.6	8364	31.33668121513738
夏日之恋	6.9	2434	31.32891494246505
妖兽都市	7.5	4015	31.326578199254808
痴男怨女	8.1	6148	31.32579192052642
芝士火腿	6.5	1658	31.325387386011126
34街奇缘	8.0	722	31.324091744367944
战地钟声	7.4	790	31.32151050925746
远山的呼唤	8.6	8399	31.310595741282114
羊之歌	6.7	886	31.310282948111535
阿卡丁先生	7.8	743	31.308608861776833
人有三急	6.4	1501	31.305915292376895
城寨出来者	7.0	842	31.305770689483513
吸血鬼	6.6	1841	31.305400601817023
单身骑士	7.1	2919	31.299914808747715
刑事	7.0	2678	31.297209766682556
木头美人	8.1	6180	31.295247865355748
幻梦墓园	7.2	3179	31.294522118620737
蒙面女人	7.5	777	31.292626217044873
空中的秋千	7.5	777	31.292626217044873
一个和八个	7.3	3452	31.2923151980119
印度超人	6.5	1670	31.291339001104458
天劫余生	8.1	6187	31.288587438042548
好奇天使心	7.3	3456	31.286174554018242
迷乐英伦	7.6	765	31.285863704693455
少女情怀总是诗	7.3	3457	31.284640503524138
好女孩	6.1	987	31.283873758491293
白色杀机2	6.1	987	31.283873758491293
楚留香后传之西门无恨	6.1	987	31.283873758491293
夏目友人帐：曾几何时下雪之日	9.3	12303	31.28047818034544
莫斯科大事件	6.2	1216	31.27587268765661
鲁邦三世：鲁邦VS复制人	8.5	672	31.27476955074749
放课后	7.5	4054	31.273916740465467
非诚勿语	7.7	4706	31.273781460045726
初恋风暴	6.7	2043	31.273058193490517
烈火雄心	7.4	3756	31.267315915320992
不忠	7.7	753	31.26689052126003
花之武者	6.7	2046	31.265917138565946
私枭血	8.4	681	31.265482771462544
记我的母亲	8.7	8970	31.25902948333632
女友的男友	8.4	7519	31.257747142350272
爱情3*7	6.7	2050	31.256412002618774
共产小子西游记	7.5	4069	31.25379711409306
魔	6.4	1520	31.24744006427229
天空之蜂	6.4	1521	31.244382701887265
撞邪先生	6.2	1225	31.242663998268768
真假李逵	7.9	5452	31.24173522817573
圣诞快乐	7.7	4734	31.24060260581163
一千零一夜	7.4	3777	31.237347241790065
洛杉矶大逃亡	6.5	1690	31.235131723244148
拿破仑	8.5	671	31.234399199388275
网	7.3	3491	31.232745113219273
爱情合众国	6.6	899	31.232737555807145
百日红	7.5	4087	31.22975123798716
鬼赌鬼	6.5	1692	31.22954762374216
卖房子的女人：回来了	7.6	4411	31.224998902722806
百岁老人跷家去	7.8	5100	31.22440533539878
伴娘复仇记	6.2	1231	31.22066014247668
攻壳机动队：崛起1	7.3	3500	31.219092692728132
猪头，我的车咧？	6.2	1233	31.21334935051474
意大利之旅	6.4	931	31.21295899096036
少林三十六房	7.6	4424	31.208753366427157
最后的假期	8.1	6275	31.20549327620762
小野寺姐弟	7.5	4107	31.20315749235059
错	6.6	898	31.202787236790027
卫斯理之霸王卸甲	6.5	1703	31.19895257625912
伴我梦游	6.6	1883	31.197260862825242
麻辣女孩：超级任务	8.5	670	31.194019646713627
雷蒙纳多·乔	7.9	729	31.192078641924258
突击	6.2	1239	31.19148791506242
帅气的恶魔	7.2	3243	31.1902808001293
大象之歌	7.2	3243	31.1902808001293
神秘失踪	7.0	2736	31.18826465563086
穿梭阴阳界	6.7	2079	31.188049428433512
疯猴	7.4	786	31.184366386262894
B计划	6.4	1542	31.180638244980365
钢铁侠与美国队长：英雄集结	6.5	1711	31.176825503170598
少林英雄之方世玉洪熙官	6.1	983	31.174777356086615
红颜祸水	7.5	4129	31.174053538850888
简单西蒙	8.2	6735	31.169380937372416
危机大逆袭	6.9	2514	31.166834511602186
甜言蜜语	8.2	6739	31.165844543233828
天津闲人	7.5	4136	31.16482570220363
阁楼里的花	6.7	2090	31.162367954283454
她的人生没有错	6.4	1549	31.159582864196008
星际宝贝2：史迪奇有问题	7.8	5161	31.157042057010482
自虐之诗	8.0	5925	31.153744035247062
柏林的女人	7.4	3838	31.151231155303766
蓝色爱情	7.8	5167	31.15045922122624
总统班底	7.9	5540	31.149854237105945
生命中不能承受之情	8.1	6337	31.147646442373844
夏日的冲绳	7.6	4474	31.14671231990731
出柜第4格	7.5	4153	31.142480103113794
大叔阿什比	6.3	1398	31.14206912021625
短暂和平	8.0	5937	31.14198702734438
富丽秀	8.7	651	31.140924707730605
洋芋片	7.6	4480	31.139314033052933
小学生	7.3	797	31.13474771002856
的士判官	7.2	3278	31.134140612525883
美国情事	7.7	4828	31.130634390032913
秘密防御	6.5	1729	31.127415517099976
倒计时	6.2	1257	31.126533228555303
187美国社会档案	7.8	738	31.126150960200377
宠物小精灵：神速的灭世虫-超梦觉醒	6.3	1403	31.125731783694356
哭泣的拳头	7.5	4166	31.12545392416779
刺客战场	7.1	3020	31.124489754783262
黑色之家	6.1	1123	31.123952191113837
爱在里约	7.7	749	31.12311057677345
一个国家的诞生	7.9	5566	31.122986758473807
咏鹅	7.1	3021	31.122782364263923
可怕的孩子们	7.5	772	31.118408726999903
夜长梦多	7.4	3863	31.116332436840118
为了她	7.4	3863	31.116332436840118
巴黎厨房	6.6	895	31.11290422478688
少林门	6.1	1126	31.112131435450312
真相	6.6	1917	31.111471351461496
情迷翡冷翠	6.9	850	31.11145314433767
暴龙	7.6	4503	31.111045431384156
战神阿瑞斯	6.0	1004	31.101889789537516
护士贝蒂	7.3	796	31.10098189951154
天那边	7.3	3581	31.097777392566638
黑客	6.4	927	31.097408777988665
邓小平	6.4	927	31.097408777988665
拜见希特勒	7.1	3036	31.09723910740679
间谍	6.4	1570	31.096982940299313
美由里之森	6.8	864	31.095843952082163
彷徨之刃	6.6	1924	31.09399778734821
黄河大侠	7.5	4191	31.092860085313788
盲目约会	6.8	2329	31.092679452744804
神偷燕子李三	6.2	1268	31.08729502749063
白毛女	7.0	2791	31.087067350012365
空之境界 终章 空之境界	8.5	8210	31.087039434550867
快乐工厂	6.0	1008	31.08456104153749
忘却的幸子	6.6	1928	31.08404141446893
大煞星与小妹头	6.5	910	31.083630708307236
我的哥哥	7.7	4875	31.076450610314097
蓝天白云	6.4	1577	31.076302235475673
百老汇旋律	6.2	961	31.074654153743385
回廊亭杀人事件	6.2	1272	31.073110931168095
逃脱	6.1	1136	31.0729551358433
爱情赏味期	7.3	3598	31.072664774675303
孤星泪	7.5	4207	31.07210190644558
恐怖蜡像馆	7.3	3599	31.07119125917439
双狙人3	6.4	1579	31.070410321709925
旅猫日记	7.3	3600	31.069718153040206
疯狂与美丽	7.3	795	31.067209427629077
糜骨之壤	6.3	943	31.0660202083889
铁男2：血肉横飞	6.3	943	31.0660202083889
来自俄亥俄的获奖者	8.2	695	31.064280971928614
三德和尚与舂米六	6.2	1276	31.058971368973232
崩溃边缘的女人	7.8	5252	31.05801484971688
就是溜溜的她	6.2	1277	31.055443404155486
解决士	6.1	1141	31.053496120729278
死神OVA被封印的狂乱之剑	6.6	893	31.05295544464334
恋爱求证	6.9	2572	31.052519594827192
江边旅馆	7.2	3330	31.051829566810436
影子舞者	6.5	1759	31.046197535350434
人体雕像	8.1	6449	31.04456919835451
幼儿园警探	6.6	1944	31.04442142186693
新扎师兄追女仔	6.4	1588	31.043988732396542
木头姑娘	7.9	725	31.04381865543769
劫机惊魂	7.0	2817	31.0399208081453
不道德的审判	8.2	6884	31.039047581342622
夜幕下的故事	8.2	6885	31.038182424590005
小美人鱼3：爱丽儿的起源	7.5	4234	31.03725084922954
雪路	8.2	6891	31.032994121428352
我是一片云	6.6	1949	31.032107025632065
我的影子在奔跑	7.3	3626	31.03156034018484
排球少年剧场版：结束与开始	8.6	657	31.029044682119128
流行教母	6.4	1594	31.0264574004729
都市风光	8.2	694	31.025536049355473
大约三十个谎言	6.6	892	31.02297300495452
特警屠龙	6.3	1435	31.022531737571345
阳晖楼	7.8	735	31.016584177928674
未寄出的信	7.8	735	31.016584177928674
天袭	6.3	1437	31.01615836175111
铁面人	7.7	746	31.01519724659174
布克和海尔	6.7	2155	31.013319403190113
史酷比2：怪兽偷跑	6.1	977	31.010997437005784
双赢	7.5	4256	31.00901761867348
中国益智游戏	7.6	4588	31.007812831567076
心灵点滴	8.5	8322	31.00338257740284
七个毕业生	7.6	757	31.00262238156237
好男好女	7.5	4262	31.00134297362594
不良少女莫妮卡	8.0	6088	30.99604242877757
再世追魂	7.1	3097	30.994647250783697
姿三四郎	7.5	4269	30.992402864755924
丰山犬	6.9	2605	30.988623532289246
恶魔吹着笛子来	7.4	3957	30.987104298631447
勒阿弗尔	7.9	5700	30.986476285058178
武曲	6.0	1031	30.98623611512896
图书馆战争2：最后的任务	7.2	3373	30.98472979568509
今天开始恋爱吧 1	6.1	976	30.983684937903483
韩半岛	6.1	976	30.983684937903483
一屋两妻	6.4	923	30.981778327972485
石榴花	7.2	805	30.974434898889292
窃听大阴谋	8.1	6527	30.973835337421384
省港旗兵2：兵分两路	7.6	4617	30.97302938737595
黄蜂尾后针	7.1	818	30.969913641146384
暗金丑岛君2	7.9	5718	30.968384006484694
陷阱	6.2	1302	30.96813072624547
飞狗巴迪3：飞狗家族	7.6	756	30.967184500935975
豪情玫瑰	6.5	906	30.965843219476707
父女情	7.3	3674	30.961828545135667
四月一日灵异事件簿剧场版：仲夏夜之梦	8.6	8882	30.96131616821693
我是歌手：2015巅峰会	6.0	1037	30.960946831130375
成为弗林	7.0	2862	30.959340091853498
乱马OVA：邪恶之鬼	8.4	7896	30.959245265262258
孔雀王子	6.5	1792	30.95844241309353
浪漫风暴	6.7	2181	30.954955083052294
小花	7.4	3981	30.954601815706013
生日卡片	8.0	6132	30.954196165506794
致命武器2	7.0	2865	30.95401318012802
天空上三公尺	7.0	2865	30.95401318012802
龙腾虎跃	6.1	1167	30.953664275283572
玻璃笼	6.4	922	30.952858137747423
凤伊金先达	6.5	1795	30.950544966738263
黄昏之恋	7.6	4639	30.946787377559726
第三层套间中的疑案	7.5	767	30.944014819984
再一次初恋	6.9	2629	30.942660041290836
关山飞渡	8.3	7449	30.94202068660405
布鲁克林最愤怒的人	6.9	2630	30.940754013301618
爱很怪	7.8	5364	30.938464409970283
小大人	7.3	3691	30.93735013820611
堕落天使	6.9	2633	30.935040274658203
杰克去划船	6.7	2190	30.934914033215357
下女	6.9	2634	30.933137141718227
沉睡的谋杀案	8.3	682	30.932605984697542
世界奇妙物语 95春之特别篇	8.3	682	30.932605984697542
浩劫妙冤家	6.3	1464	30.930975451443565
诱饵新娘	6.3	1466	30.92472823805117
爱在初春惊变时	6.8	2410	30.923817087154937
我的鬼学长	6.1	1175	30.923393888583124
小胖妞前传（上）	6.9	844	30.921807905094234
最爱你	6.9	844	30.921807905094234
紧急救命	8.0	6169	30.919239020911732
卓别林	8.5	8437	30.918648358502526
蓝色废墟	6.4	1632	30.916935078225556
后街女孩	6.5	1808	30.91647453161767
鲸骑士	8.0	6174	30.914531170720167
再见初恋	7.0	2888	30.913357880657276
我爱夜来香	7.4	4012	30.912908241509207
中途岛之役	7.5	4333	30.911337906853415
恋爱二三事	6.7	2201	30.91053096757118
永不消逝的电波	7.7	5022	30.910293175785313
黑色闪电	7.5	4335	30.908823962196312
祖父	6.2	955	30.907575817004602
情话童真	7.4	4016	30.90755190650135
风尘三侠	7.2	3425	30.90471938508841
真爱	6.3	1473	30.902929910547883
核震过后	6.0	1051	30.902503003846043
欢迎来到我的世界	6.1	1182	30.897075886438518
芋虫	6.3	1475	30.89672084161806
恐惧	6.2	1323	30.896074039257254
贪吃树	7.9	5796	30.89063668046751
银之匙 真人版	6.3	1477	30.89052018606335
双套结杀手	6.2	1325	30.889271248145644
恶狗帮	7.6	4689	30.88760634104869
应援团少女	6.4	1643	30.885706922485838
替身：因果	7.6	4696	30.87937139450199
莎拉的钥匙	8.1	6636	30.87639250234441
基哥们	6.1	972	30.87438949722702
2010 MTV音乐录影带颁奖典礼	7.5	765	30.874207603315917
诺亚方舟漂流记	7.4	4044	30.8702062752269
玛德琳	7.0	2913	30.869532951722135
地下情	7.5	4367	30.86875782544569
乌鸦 2：天使之城	6.3	936	30.867326879223583
纽约客的故事	7.2	3450	30.86668424103077
圣安娜奇迹	7.5	4370	30.865016688998846
Little DJ 小小恋爱物语	7.8	5434	30.86500646879981
玩命警车	6.4	1651	30.86312657771894
村戏	8.2	7100	30.85503221980403
过昭关	7.6	4717	30.854740005817387
所有邪佞之人	6.3	1489	30.85349166494687
鸟类学家	6.3	1490	30.850419437171706
北国之恋：1995秘密	9.5	582	30.850254738540723
未来之人	6.6	2025	30.848721114133358
超感觉情侣	6.3	1491	30.84734927060287
北壁	8.6	9048	30.845645829510815
克里斯托弗及同党	7.2	3465	30.843995228193133
天魔回魂	6.6	886	30.84296529216956
鹰王	6.6	886	30.84296529216956
县厅招待课	6.6	2028	30.84162415973848
隔凶杀人	6.4	1659	30.840655383080946
西洋镜	7.4	4067	30.839722435680887
再续前世情	7.5	764	30.83929331782718
天际行者	7.7	5089	30.836168787420252
列宁格勒牛仔征美记	8.4	8061	30.833059370067232
交涉人电影版	6.2	1342	30.831858699583233
舞动天地	7.7	5096	30.828480826822002
年轻的女王	7.0	2938	30.826082535388576
偷来的人生	6.3	1498	30.825915586925017
乐高DC超级英雄：亚特兰蒂斯之怒	6.3	1498	30.825915586925017
405谋杀案	8.4	8076	30.82171628419701
桌子	7.1	3203	30.821087906676638
法国贩毒网2	6.5	1846	30.818270929952067
心心历险记	6.6	2040	30.813340940130956
双面罗密欧	7.1	3208	30.813043648273574
香港也疯狂	6.6	885	30.812945104314654
哆啦A梦：新·大雄与铁人兵团	8.1	6708	30.81290049683172
足球流氓	8.1	6710	30.811146573607147
生命的证据	7.0	2947	30.810530838985102
男人的世界	6.3	934	30.81051343382985
圆月弯刀	6.4	917	30.808181447014732
惊恐小镇	8.0	6295	30.8017489312633
关连长	8.0	708	30.797258087064773
朋友不老	7.3	787	30.7967888334714
意乱情迷	7.2	3498	30.79442320532212
吸引法则	6.4	1676	30.793261731949467
战地恶魔	7.0	826	30.791461385112544
野兽与美女	6.7	869	30.791455151936166
奇遇	8.3	7638	30.790962914575783
犯罪少年	6.9	2710	30.790573472708367
单挑	7.6	4777	30.784964218452913
泽西男孩	7.4	4112	30.780575567171333
Oh！我的幽灵鬼	6.5	1862	30.77752542935689
六宅一生	6.8	2484	30.774436859461034
大狗民	7.9	5919	30.770136078195335
十二金刚	7.5	762	30.7694433459355
双狙人2	6.6	2061	30.76424330143837
金玉盟	8.3	7673	30.763399901867956
御用金	7.8	728	30.760658068366986
海贼王特别篇17 草帽小子海贼团的秘密！	7.8	728	30.760658068366986
永远是我的女孩	6.1	1219	30.760505314145288
纽约大逃亡	6.4	1688	30.7600959360611
最后的爱	7.0	825	30.75926504455282
头号公敌	7.5	4462	30.75151845928029
鬼作秀	7.2	3527	30.75124446369623
水瓶座	7.0	2982	30.75050019152961
明乌	6.3	1523	30.750175971503136
星际旅行6：未来之城	7.7	5169	30.748929889398468
美的统治	6.3	1524	30.747172306742048
邻人13号	6.6	2070	30.743354415150105
大都会传奇	7.3	3831	30.73994835534977
空之境界 俯瞰风景3D	9.1	609	30.73968871286586
乒乓	7.5	4476	30.73445242347213
最长的一天	8.5	8698	30.73054685640867
杨门女将之辕门斩子	7.7	738	30.727097742761917
流星语	8.6	9226	30.72394825646731
重庆谈判	6.6	882	30.722852014578635
人在纽约	7.5	4488	30.71986682446406
太平洋的奇迹	6.5	1885	30.719563036951385
只有爱能让我生存	7.3	3846	30.719227557211422
仁寺洞丑闻	6.3	1534	30.717243599018328
蛇蝎美人	6.8	2516	30.71121341323204
剑风传奇 黄金时代篇2：多尔多雷攻略	8.6	9250	30.707719496670542
你好我的爱	6.2	1380	30.706111381995132
7匹狼	7.4	772	30.703496610639903
天军	6.2	1381	30.70284919651417
爱要来了	6.2	1381	30.70284919651417
野小子们	7.2	3560	30.702539806492133
猛鬼通宵陪住你	6.3	1539	30.702352329453024
中央舞台2	6.9	2759	30.700761917405583
旺角风云	6.3	930	30.696827707583147
我和春天有个约会	8.1	6842	30.696528622579596
逃离魔窟	6.6	2092	30.692672626439006
井之头恩赐公园	6.7	2303	30.690068734215085
恶霸警察	6.6	2094	30.688091649675503
大人物乔	7.6	4862	30.687600950110916
柠檬可乐	7.1	3287	30.687581981871347
恋爱诊疗中	7.7	5228	30.685451967112183
夫妻市长	8.0	705	30.684156942326247
情挑六月花	7.4	4187	30.683421185801794
欲望和智慧	6.7	2307	30.68162339056355
我心飞翔	6.3	1546	30.681585628209245
无法无天	6.0	1106	30.68020206786084
凶恶	6.8	2533	30.677952248500095
奇袭60阵地	7.4	4192	30.677006240851824
史上最大作弊战争	6.9	2773	30.675394326184296
甜蜜地狱之家	6.5	1903	30.674692371653872
非法入境	8.2	7321	30.672462773020648
死囚漫步	8.0	6438	30.67122297192766
凶邻	6.3	929	30.668393987919284
奥赛罗	8.5	657	30.66824183697821
罗曼史	6.4	1724	30.661995052850944
萨德侯爵	6.4	1724	30.661995052850944
刚果惊魂	6.6	2106	30.660697336171726
美丽的谎言	6.9	2782	30.659154130215715
怒海潜将	8.2	7338	30.65864805666993
步步危机	6.2	1395	30.657424995816836
少年特工科迪2	6.2	946	30.65663966846025
手足情	6.2	946	30.65663966846025
苹果核战记	7.7	736	30.654997285209145
年少轻狂	7.2	3597	30.64846556689696
三少爷的剑	7.3	3898	30.648015958544484
90年代中期	7.3	3899	30.646655834002996
爸...你好吗？	8.2	7355	30.644865307975632
醉生梦死之湾仔之虎	6.7	2325	30.643799666041105
战士帮	7.2	795	30.641631216291692
横财三千万	6.8	2552	30.6410411537531
求爱反斗星	6.7	2327	30.639615118871944
高龄化家族	7.2	3604	30.638297902315685
碧庐冤孽	6.0	1117	30.63707088525779
手塚治虫的佛陀：美丽的红色沙漠	6.7	2329	30.63543416667503
我真的爱死你	7.4	770	30.634690099654872
王的记事簿	6.4	911	30.634402063232173
罪爱	6.2	1403	30.63167254903254
不可饶恕	6.1	963	30.62820762641189
我爱777	6.1	1256	30.628018681891533
人生回环赛	7.3	782	30.62755726736887
爱情白面包	6.4	1737	30.627072408749477
闪电奇迹	8.2	7381	30.623847308019958
你会在那里吗？	6.8	2562	30.621724491285672
亚特兰蒂斯之心	8.1	6933	30.618792214392588
男孩们回来了	8.0	6497	30.618212468810917
无夜不漫长	7.7	5292	30.617399532660794
五位(还嫌少)博士重启	9.4	584	30.61673484321169
围城	7.3	3923	30.614117073774533
异魔禁区	6.8	2566	30.614018929196245
河马	6.7	863	30.60795465270582
柳暗花明	6.9	834	30.60525668570963
狱中龙	6.8	2571	30.60440385063417
生活秀	7.0	3069	30.604281323680006
妈咪侠	6.1	962	30.60083114336721
志气	7.1	3343	30.60046024516622
为奴隶的母亲	7.4	769	30.60027637774796
古畑任三郎 VS SMAP 续篇	8.2	683	30.598772721371997
金田一少年事件簿之上海人鱼传说	7.6	4941	30.598624631810363
性喜剧	6.0	1127	30.598227719214993
昆塔：反转星球	6.0	1127	30.598227719214993
随心所欲	8.4	8388	30.590438526973646
鬼马智多星	6.8	2581	30.585229663909026
致命武器3	6.8	2582	30.583316332760734
恐怖货轮	6.0	1131	30.582786872663835
畸形人	7.9	6119	30.579446894180812
卢克的故事	7.8	723	30.577620441715954
救赎之路	6.7	862	30.57735153695474
法中情	6.7	862	30.57735153695474
影与雾	7.1	806	30.57701718761904
新半斤八两	7.3	3953	30.573722423138534
新同居时代	6.9	833	30.573568629846193
愿望树	6.9	2830	30.573417461500004
奥黛丽·赫本的故事	6.7	2359	30.573147121141165
坚强的心	7.4	4277	30.569107483136477
猛鬼霸王花	6.2	1423	30.56792842945391
幻想曲	8.9	11160	30.565428642987264
北村方向	7.6	4976	30.559658573578986
僵尸大时代	6.5	1950	30.559501756825867
头师父一体2	6.7	2366	30.558727471901758
切小金家的旅馆	6.1	1277	30.554549155701366
时间上的家	6.5	1954	30.549826844467905
下一站，天国	8.0	6574	30.54974878397198
神秘列车	8.2	7474	30.549268889878945
兄弟班	5.9	998	30.547994152767078
小马宝莉大电影	6.8	2601	30.54710315813812
西野的恋爱与冒险	6.5	1957	30.542583648603078
酷猫妙探	6.6	876	30.542518913014465
穿越国境	7.5	4637	30.54194197371036
愚人买鞋	7.8	5756	30.53885176172826
西线无战事	8.7	10053	30.538715385906233
天堂陌影	8.6	9505	30.537843633927274
樱桃呀，恋爱吧	6.1	1282	30.5372345161611
贝城歹徒	6.7	2377	30.536153993252523
飞跃情海	6.7	2378	30.534107041357828
我呼吸的空气	6.9	2853	30.53284933137952
黑蝴蝶	6.0	978	30.529480722284198
姐妹情深	6.3	1600	30.524476435718313
热血街区电影版3：终极任务	6.5	891	30.523394506124678
情定日落桥	8.2	7507	30.523028454332675
霓虹心	7.2	3686	30.520640166584062
课室风云	7.7	5385	30.519963686010865
上帝创造女人	7.1	3398	30.516303351468526
天涯海角	8.0	6613	30.51537770207257
菲比梦游奇境	7.4	4323	30.51160606037862
巴黎内部	7.1	804	30.511445234318213
花花性事	6.1	1290	30.509671064161758
惊爆银河系	7.8	5791	30.504505604009818
一招半式闯江湖	6.3	1607	30.504499739388123
杰克和吉尔对抗世界	6.0	977	30.502620429841755
瞧这一家子	8.0	6628	30.50221200085804
面对面	8.3	671	30.499472159402668
击浪青春	8.0	700	30.495490029286863
爹地	5.9	996	30.495338209896776
永不退缩	7.1	3412	30.495099085992415
刹车	6.3	1611	30.49312351699906
好莱坞庄园	6.6	2182	30.490743261314385
洋槐	6.2	940	30.489134903551623
山羊和狼	7.9	710	30.486710070966467
克利夏	6.7	859	30.48550828900862
他和她的孤独情事：他	6.9	2884	30.4786849845653
未来学大会	7.8	5819	30.477177808143324
青春珊瑚岛	7.8	5825	30.471338961840633
霹雳大喇叭	6.5	1987	30.470756367078483
我父我主	7.8	720	30.467703916567963
天堂失格	7.5	4703	30.46494938889351
即使这样也不是我做的	8.3	8065	30.463008288415132
星月无尽	6.3	1622	30.46198395106466
500年后	7.1	3434	30.46195324990587
沿海岸线征友	6.0	1163	30.461190859575993
地球停转之日	7.3	4038	30.460914297306346
花眼	6.5	1993	30.456521113344063
广播时间	8.5	9094	30.455666047771658
30正美丽	6.5	1994	30.45415273828635
时间中的孩子	6.4	1805	30.448556451505638
科学怪妓	6.9	829	30.4467561671017
京义线	6.9	829	30.4467561671017
死亡塔	6.7	2423	30.442874099789226
北海怪兽	7.2	789	30.44163376795035
明星雇员	6.0	1169	30.43876452682986
柏林艳史	7.7	730	30.43851320045001
十三号星期五6	6.1	956	30.43647535450812
相残	6.7	2427	30.43484667024478
生命的火花	7.6	741	30.43473458134325
深度入侵	6.4	904	30.431427181033833
蝙蝠侠无极限：怪兽来袭	5.9	1041	30.428432327094008
沉默生机	6.6	2212	30.425280362219464
曼德勒	7.3	776	30.42425553028516
浪华悲歌	7.3	776	30.42425553028516
豆腐小僧	6.6	872	30.422187476069805
七大罪：天空的囚人	6.2	1470	30.42158855589838
华丽家族	8.3	669	30.420604270072793
独家报道：良辰杀人记	6.8	2670	30.417780940085404
真的爱你	7.3	4072	30.41645456781647
